energia: .word 32, 32
.byte 199,199,199,199,199,199,199,199,131,64,64,64,64,64,64,64,64,64,64,64,64,64,64,131,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,131,64,81,81,72,72,72,72,72,72,72,72,64,64,64,131,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,133,131,65,81,236,236,154,145,145,145,145,145,145,145,73,72,64,65,131,133,199,199,199,199,199,199,
199,199,199,199,199,199,131,64,81,82,244,244,154,145,145,145,145,145,145,145,73,73,64,64,64,131,199,199,199,199,199,199,
199,199,199,199,133,131,65,81,236,236,244,244,154,145,145,145,145,145,145,145,73,73,73,73,64,65,131,133,199,199,199,199,
199,199,199,199,131,64,64,81,236,244,244,236,154,145,145,145,145,145,145,145,73,73,73,73,64,64,64,131,199,199,199,199,
199,199,199,199,131,72,145,154,244,244,154,154,145,145,145,145,145,145,73,73,73,73,73,73,73,73,64,131,199,199,199,199,
199,199,199,199,131,72,145,154,236,236,154,145,145,145,145,145,145,145,73,73,73,73,73,73,73,73,64,131,199,199,199,199,
199,199,199,199,131,64,64,64,73,73,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,131,199,199,199,199,
199,199,199,199,131,72,81,81,82,82,82,82,81,81,81,81,81,81,81,81,81,81,81,81,80,80,64,131,199,199,199,199,
199,199,199,199,131,81,243,252,255,255,255,255,252,251,251,251,251,251,251,251,251,251,251,251,242,233,80,131,199,199,199,199,
199,199,199,199,131,81,251,252,255,255,255,255,252,251,252,252,252,252,251,251,251,251,251,251,242,242,80,131,199,199,199,199,
199,199,199,199,131,81,251,252,255,255,252,252,251,251,254,254,254,254,251,251,251,251,242,242,251,251,81,131,199,199,199,199,
199,199,199,199,131,81,251,252,255,255,252,251,251,252,254,254,254,254,252,251,251,251,242,242,251,251,81,131,199,199,199,199,
199,199,199,199,131,80,241,243,255,255,252,251,254,254,254,254,254,254,254,254,243,242,251,251,251,251,81,131,199,199,199,199,
199,199,199,199,131,80,241,243,255,255,251,251,254,254,254,254,254,254,254,254,243,242,251,251,251,251,81,131,199,199,199,199,
199,199,199,199,131,81,251,251,253,253,242,243,254,254,254,254,254,254,254,254,251,251,251,251,242,242,80,131,199,199,199,199,
199,199,199,199,131,81,251,251,253,253,242,242,254,254,254,254,254,254,254,254,252,251,251,251,242,242,80,131,199,199,199,199,
199,199,199,199,131,81,251,251,253,253,251,251,251,252,254,254,254,254,252,251,251,251,242,242,251,251,81,131,199,199,199,199,
199,199,199,199,131,81,251,251,253,253,251,251,251,251,254,254,254,254,251,251,251,251,242,242,251,251,81,131,199,199,199,199,
199,199,199,199,131,80,242,242,253,253,251,251,251,251,252,252,252,252,251,251,242,242,251,251,251,251,81,131,199,199,199,199,
199,199,199,199,131,80,233,242,252,252,251,251,251,251,251,251,251,251,251,251,242,242,251,251,251,243,81,131,199,199,199,199,
199,199,199,199,131,64,80,80,81,81,81,81,81,81,81,81,81,81,81,81,80,80,81,81,81,81,72,131,199,199,199,199,
199,199,199,199,131,64,64,64,73,73,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,131,199,199,199,199,
199,199,199,199,131,72,145,154,236,236,154,145,145,145,145,145,145,145,73,73,73,73,73,73,73,73,64,131,199,199,199,199,
199,199,199,199,131,72,145,154,244,244,154,154,145,145,145,145,145,145,73,73,73,73,73,73,73,73,64,131,199,199,199,199,
199,199,199,199,131,64,64,81,236,244,244,236,154,145,145,145,145,145,145,145,73,73,73,73,64,64,64,131,199,199,199,199,
199,199,199,199,133,131,65,81,236,236,244,244,154,145,145,145,145,145,145,145,73,73,73,73,64,65,131,133,199,199,199,199,
199,199,199,199,199,199,131,64,81,82,244,244,154,145,145,145,145,145,145,145,73,73,64,64,64,131,199,199,199,199,199,199,
199,199,199,199,199,199,133,131,65,81,236,236,154,145,145,145,145,145,145,145,73,72,64,65,131,133,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,131,64,81,81,72,72,72,72,72,72,72,72,64,64,64,131,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,131,64,64,64,64,64,64,64,64,64,64,64,64,64,64,131,199,199,199,199,199,199,199,199,


